PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Male,AgeImputed,Embarked_C,Embarked_Q,Embarked_S,Embarked_missing,EmbarkedImputed,CabinLetter_A,CabinLetter_B,CabinLetter_C,CabinLetter_D,CabinLetter_E,CabinLetter_F,CabinLetter_G,CabinLetter_T,CabinLetter_missing,CabinLetterImputed,CabinNumber,CabinNumberImputed
242,1,3,28.0,1,0,15.5,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
243,0,2,29.0,0,0,10.5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
244,0,3,22.0,0,0,7.125,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
245,0,3,30.0,0,0,7.225,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
246,0,1,44.0,2,0,90.0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,78,False
247,0,3,25.0,0,0,7.775,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
248,1,2,24.0,0,2,14.5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
249,1,1,37.0,1,1,52.5542,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,35,False
250,0,2,54.0,1,0,26.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
251,0,3,28.0,0,0,7.25,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
252,0,3,29.0,1,1,10.4625,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,6,False
253,0,1,62.0,0,0,26.55,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,87,False
254,0,3,30.0,1,0,16.1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
255,0,3,41.0,0,2,20.2125,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
256,1,3,29.0,0,2,15.2458,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
257,1,1,28.0,0,0,79.2,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
258,1,1,30.0,0,0,86.5,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,77,False
259,1,1,35.0,0,0,512.3292,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
260,1,2,50.0,0,1,26.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
261,0,3,28.0,0,0,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
262,1,3,3.0,4,2,31.3875,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
263,0,1,52.0,1,1,79.65,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,67,False
264,0,1,40.0,0,0,0.0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,94,False
265,0,3,28.0,0,0,7.75,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
266,0,2,36.0,0,0,10.5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
267,0,3,16.0,4,1,39.6875,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
268,1,3,25.0,1,0,7.775,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
269,1,1,58.0,0,1,153.4625,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,125,False
270,1,1,35.0,0,0,135.6333,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,99,False
271,0,1,28.0,0,0,31.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
272,1,3,25.0,0,0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
273,1,2,41.0,0,1,19.5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
274,0,1,37.0,0,1,29.7,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,118,False
275,1,3,28.0,0,0,7.75,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
276,1,1,63.0,1,0,77.9583,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,7,False
277,0,3,45.0,0,0,7.75,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
278,0,2,28.0,0,0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
279,0,3,7.0,4,1,29.125,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
280,1,3,35.0,1,1,20.25,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
281,0,3,65.0,0,0,7.75,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
282,0,3,28.0,0,0,7.8542,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
283,0,3,16.0,0,0,9.5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
284,1,3,19.0,0,0,8.05,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
285,0,1,28.0,0,0,26.0,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,19,False
286,0,3,33.0,0,0,8.6625,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
287,1,3,30.0,0,0,9.5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
288,0,3,22.0,0,0,7.8958,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
289,1,2,42.0,0,0,13.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
290,1,3,22.0,0,0,7.75,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
291,1,1,26.0,0,0,78.85,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
292,1,1,19.0,1,0,91.0792,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,49,False
293,0,2,36.0,0,0,12.875,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,True
294,0,3,24.0,0,0,8.85,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
295,0,3,24.0,0,0,7.8958,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
296,0,1,28.0,0,0,27.7208,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
297,0,3,23.5,0,0,7.2292,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
298,0,1,2.0,1,2,151.55,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,22,False
299,1,1,28.0,0,0,30.5,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,106,False
300,1,1,50.0,0,1,247.5208,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,58,False
301,1,3,28.0,0,0,7.75,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
302,1,3,28.0,2,0,23.25,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
303,0,3,19.0,0,0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
304,1,2,28.0,0,0,12.35,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,101,False
305,0,3,28.0,0,0,8.05,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
306,1,1,0.92,1,2,151.55,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,22,False
307,1,1,28.0,0,0,110.8833,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
308,1,1,17.0,1,0,108.9,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,65,False
309,0,2,30.0,1,0,24.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
310,1,1,30.0,0,0,56.9292,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,36,False
311,1,1,24.0,0,0,83.1583,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,54,False
312,1,1,18.0,2,2,262.375,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,57,False
313,0,2,26.0,1,1,26.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
314,0,3,28.0,0,0,7.8958,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
315,0,2,43.0,1,1,26.25,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
316,1,3,26.0,0,0,7.8542,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
317,1,2,24.0,1,0,26.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
318,0,2,54.0,0,0,14.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
319,1,1,31.0,0,2,164.8667,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,7,False
320,1,1,40.0,1,1,134.5,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,34,False
321,0,3,22.0,0,0,7.25,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
322,0,3,27.0,0,0,7.8958,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
323,1,2,30.0,0,0,12.35,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
324,1,2,22.0,1,1,29.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
325,0,3,28.0,8,2,69.55,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
326,1,1,36.0,0,0,135.6333,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,32,False
327,0,3,61.0,0,0,6.2375,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
328,1,2,36.0,0,0,13.0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0,True
329,1,3,31.0,1,1,20.525,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
330,1,1,16.0,0,1,57.9792,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,18,False
331,1,3,28.0,2,0,23.25,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
332,0,1,45.5,0,0,28.5,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,124,False
333,0,1,38.0,0,1,153.4625,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,91,False
334,0,3,16.0,2,0,18.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
335,1,1,28.0,1,0,133.65,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
336,0,3,28.0,0,0,7.8958,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
337,0,1,29.0,1,0,66.6,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2,False
338,1,1,41.0,0,0,134.5,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,40,False
339,1,3,45.0,0,0,8.05,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
340,0,1,45.0,0,0,35.5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,True
341,1,2,2.0,1,1,26.0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2,False
342,1,1,24.0,3,2,263.0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,23,False
343,0,2,28.0,0,0,13.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
344,0,2,25.0,0,0,13.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
345,0,2,36.0,0,0,13.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
346,1,2,24.0,0,0,13.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,33,False
347,1,2,40.0,0,0,13.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
348,1,3,28.0,1,0,16.1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
349,1,3,3.0,1,1,15.9,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
350,0,3,42.0,0,0,8.6625,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
351,0,3,23.0,0,0,9.225,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
352,0,1,28.0,0,0,35.0,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,128,False
353,0,3,15.0,1,1,7.2292,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
354,0,3,25.0,1,0,17.8,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
355,0,3,28.0,0,0,7.225,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
356,0,3,28.0,0,0,9.5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
357,1,1,22.0,0,1,55.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,33,False
358,0,2,38.0,0,0,13.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
359,1,3,28.0,0,0,7.8792,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
360,1,3,28.0,0,0,7.8792,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
361,0,3,40.0,1,4,27.9,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
362,0,2,29.0,1,0,27.7208,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
363,0,3,45.0,0,1,14.4542,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
364,0,3,35.0,0,0,7.05,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
365,0,3,28.0,1,0,15.5,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
366,0,3,30.0,0,0,7.25,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
367,1,1,60.0,1,0,75.25,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,37,False
368,1,3,28.0,0,0,7.2292,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
369,1,3,28.0,0,0,7.75,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
370,1,1,24.0,0,0,69.3,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,35,False
371,1,1,25.0,1,0,55.4417,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,50,False
372,0,3,18.0,1,0,6.4958,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
373,0,3,19.0,0,0,8.05,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
374,0,1,22.0,0,0,135.6333,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
375,0,3,3.0,3,1,21.075,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
376,1,1,28.0,1,0,82.1708,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
377,1,3,22.0,0,0,7.25,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
378,0,1,27.0,0,2,211.5,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,82,False
379,0,3,20.0,0,0,4.0125,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
380,0,3,19.0,0,0,7.775,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
381,1,1,42.0,0,0,227.525,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
382,1,3,1.0,0,2,15.7417,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
383,0,3,32.0,0,0,7.925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
384,1,1,35.0,1,0,52.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
385,0,3,28.0,0,0,7.8958,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
386,0,2,18.0,0,0,73.5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
387,0,3,1.0,5,2,46.9,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
388,1,2,36.0,0,0,13.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
389,0,3,28.0,0,0,7.7292,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
390,1,2,17.0,0,0,12.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
391,1,1,36.0,1,2,120.0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,96,False
392,1,3,21.0,0,0,7.7958,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
393,0,3,28.0,2,0,7.925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
394,1,1,23.0,1,0,113.275,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,36,False
395,1,3,24.0,0,2,16.7,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,6,False
396,0,3,22.0,0,0,7.7958,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
397,0,3,31.0,0,0,7.8542,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
398,0,2,46.0,0,0,26.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
399,0,2,23.0,0,0,10.5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
400,1,2,28.0,0,0,12.65,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
401,1,3,39.0,0,0,7.925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
402,0,3,26.0,0,0,8.05,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
403,0,3,21.0,1,0,9.825,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
404,0,3,28.0,1,0,15.85,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
405,0,3,20.0,0,0,8.6625,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
406,0,2,34.0,1,0,21.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
407,0,3,51.0,0,0,7.75,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
408,1,2,3.0,1,1,18.75,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
409,0,3,21.0,0,0,7.775,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
410,0,3,28.0,3,1,25.4667,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
411,0,3,28.0,0,0,7.8958,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
412,0,3,28.0,0,0,6.8583,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
413,1,1,33.0,1,0,90.0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,78,False
414,0,2,28.0,0,0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
415,1,3,44.0,0,0,7.925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
416,0,3,28.0,0,0,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
417,1,2,34.0,1,1,32.5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
418,1,2,18.0,0,2,13.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
419,0,2,30.0,0,0,13.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
420,0,3,10.0,0,2,24.15,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
421,0,3,28.0,0,0,7.8958,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
422,0,3,21.0,0,0,7.7333,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
423,0,3,29.0,0,0,7.875,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
424,0,3,28.0,1,1,14.4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
425,0,3,18.0,1,1,20.2125,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
426,0,3,28.0,0,0,7.25,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
427,1,2,28.0,1,0,26.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
428,1,2,19.0,0,0,26.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
429,0,3,28.0,0,0,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
430,1,3,32.0,0,0,8.05,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,10,False
431,1,1,28.0,0,0,26.55,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,52,False
432,1,3,28.0,1,0,16.1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
433,1,2,42.0,1,0,26.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
434,0,3,17.0,0,0,7.125,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
435,0,1,50.0,1,0,55.9,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,44,False
436,1,1,14.0,1,2,120.0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,96,False
437,0,3,21.0,2,2,34.375,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
438,1,2,24.0,2,3,18.75,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
439,0,1,64.0,1,4,263.0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,23,False
440,0,2,31.0,0,0,10.5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
441,1,2,45.0,1,1,26.25,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
442,0,3,20.0,0,0,9.5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
443,0,3,25.0,1,0,7.775,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
444,1,2,28.0,0,0,13.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
445,1,3,28.0,0,0,8.1125,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
446,1,1,4.0,0,2,81.8583,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,34,False
447,1,2,13.0,0,1,19.5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
448,1,1,34.0,0,0,26.55,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
449,1,3,5.0,2,1,19.2583,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
450,1,1,52.0,0,0,30.5,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,104,False
451,0,2,36.0,1,2,27.75,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
452,0,3,28.0,1,0,19.9667,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
453,0,1,30.0,0,0,27.75,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,111,False
454,1,1,49.0,1,0,89.1042,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,92,False
455,0,3,28.0,0,0,8.05,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
456,1,3,29.0,0,0,7.8958,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
457,0,1,65.0,0,0,26.55,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,38,False
458,1,1,28.0,1,0,51.8625,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,21,False
459,1,2,50.0,0,0,10.5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
460,0,3,28.0,0,0,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
461,1,1,48.0,0,0,26.55,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,12,False
462,0,3,34.0,0,0,8.05,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
463,0,1,47.0,0,0,38.5,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,63,False
464,0,2,48.0,0,0,13.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
465,0,3,28.0,0,0,8.05,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
466,0,3,38.0,0,0,7.05,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
467,0,2,28.0,0,0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
468,0,1,56.0,0,0,26.55,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
469,0,3,28.0,0,0,7.725,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
470,1,3,0.75,2,1,19.2583,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,True
471,0,3,28.0,0,0,7.25,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
472,0,3,38.0,0,0,8.6625,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
473,1,2,33.0,1,2,27.75,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
474,1,2,23.0,0,0,13.7917,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,True
475,0,3,22.0,0,0,9.8375,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
476,0,1,28.0,0,0,52.0,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,14,False
477,0,2,34.0,1,0,21.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
478,0,3,29.0,1,0,7.0458,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
479,0,3,22.0,0,0,7.5208,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
480,1,3,2.0,0,1,12.2875,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
481,0,3,9.0,5,2,46.9,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
482,0,2,28.0,0,0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
483,0,3,50.0,0,0,8.05,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
484,1,3,63.0,0,0,9.5875,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
485,1,1,25.0,1,0,91.0792,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,49,False
486,0,3,28.0,3,1,25.4667,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,True
